0	0.00	0.00	0.00	0.00	0.00
0	0.00	0.00	0.00	0.00	0.00
0	0.00	0.00	0.00	0.00	0.00
1	0.00	0.00	0.00	0.00	0.00
2	0.00	0.00	0.00	0.00	0.00
3	0.00	0.00	0.00	0.00	0.00
4	0.01	0.00	0.00	0.00	0.00
5	0.01	0.00	0.00	0.01	0.01
6	0.01	0.00	0.00	0.01	0.01
7	0.01	0.00	0.00	0.01	0.01
8	0.02	0.00	0.00	0.01	0.01
9	0.02	0.00	0.00	0.02	0.02
10	0.02	0.00	0.00	0.02	0.02
11	0.03	0.00	0.00	0.02	0.02
12	0.03	0.00	0.00	0.03	0.03
13	0.03	0.00	0.00	0.03	0.03
14	0.04	0.00	0.00	0.03	0.03
15	0.04	0.00	0.00	0.04	0.04
16	0.04	0.00	0.00	0.04	0.04
17	0.04	0.00	0.00	0.04	0.04
18	0.05	0.00	0.00	0.04	0.04
19	0.05	0.00	0.00	0.05	0.05
20	0.05	0.00	0.00	0.05	0.05
21	0.06	0.00	0.00	0.05	0.05
22	0.06	0.00	0.00	0.06	0.06
23	0.06	0.00	0.00	0.06	0.06
24	0.07	0.00	0.00	0.06	0.06
25	0.07	0.00	0.00	0.07	0.07
26	0.07	0.00	0.00	0.07	0.07
27	0.07	0.00	0.00	0.07	0.07
28	0.08	0.00	0.00	0.07	0.07
29	0.08	0.00	0.00	0.08	0.08
30	0.08	0.00	0.00	0.08	0.08
31	0.09	0.00	0.00	0.08	0.08
32	0.09	0.00	0.00	0.09	0.09
33	0.09	0.00	0.00	0.09	0.09
34	0.10	0.00	0.00	0.09	0.09
35	0.10	0.00	0.00	0.10	0.10
36	0.10	0.00	0.00	0.10	0.10
37	0.10	0.00	0.00	0.10	0.10
38	0.11	0.00	0.00	0.10	0.10
39	0.11	0.00	0.00	0.11	0.11
40	0.11	0.00	0.00	0.11	0.11
41	0.12	0.00	0.00	0.11	0.11
42	0.12	0.00	0.00	0.12	0.12
43	0.12	0.00	0.00	0.12	0.12
44	0.13	0.00	0.00	0.12	0.12
45	0.13	0.00	0.00	0.13	0.13
46	0.13	0.00	0.00	0.13	0.13
47	0.13	0.00	0.00	0.13	0.13
48	0.14	0.00	0.00	0.13	0.13
49	0.14	0.00	0.00	0.14	0.14
50	0.14	0.00	0.00	0.14	0.14
51	0.15	0.00	0.00	0.14	0.14
52	0.15	0.00	0.00	0.15	0.15
53	0.15	0.00	0.00	0.15	0.15
54	0.15	0.00	0.00	0.15	0.15
55	0.16	0.00	0.00	0.15	0.15
56	0.16	0.00	0.00	0.16	0.16
57	0.16	0.00	0.00	0.16	0.16
58	0.17	0.00	0.00	0.16	0.16
59	0.17	0.00	0.00	0.17	0.17
60	0.17	0.00	0.00	0.17	0.17
61	0.18	0.00	0.00	0.17	0.17
62	0.18	0.00	0.00	0.18	0.18
63	0.18	0.00	0.00	0.18	0.18
64	0.18	0.00	0.00	0.18	0.18
65	0.19	0.00	0.00	0.18	0.18
66	0.19	0.00	0.00	0.19	0.19
67	0.19	0.00	0.00	0.19	0.19
68	0.20	0.00	0.00	0.19	0.19
69	0.20	0.00	0.00	0.20	0.20
70	0.20	0.00	0.00	0.20	0.20
